description,assigned_team
"Question about my smartcard. Hey, I need to be added to the 'Project-Atlas' security group to see the files. Please advise.",Identity & Access
"Hi, Performance is terrible right now, everyone is complaining. Appreciate any help.",Cloud & Infrastructure
"Issue with my account. Hi, My account needs admin rights for the deployment tool. Also, my account isn't a member of the right security group.",Identity & Access
"Issue with my extension. Hi, Please set up a new extension and voicemail box for a new starter. Thanks in advance.",Telephony
"Problem: the ERP system. Hey, The erp system needs to be installed on my new laptop. Appreciate any help.",Applications
"my password. My password needs to be provisioned for a new hire starting Monday. Also, my password isn't a member of the right security group.",Identity & Access
"Problem: a flagged attachment. Hi team, I clicked a link in an email before realising it was fake, what should I do. Let me know what's needed.",Security
"Urgent: the company signature. Good morning, The company signature shows the wrong free/busy status. Can you take a look?",Email & Collaboration
"Urgent: the antivirus client. Good morning, The antivirus client failed to install and rolled back. Can you take a look?",Endpoint Management
"Hi, My password doesn't work anymore and I'm stuck outside. Please advise.",Applications
"Question about a possible malware infection. Good morning, A possible malware infection blocking a legitimate vendor. Thanks in advance.",Security
"Urgent: the antivirus alert. Hello, The antivirus alert warning me my machine is infected. Thanks in advance.",Security
"Help needed. Hi team, I can't connect from home today, it just spins and never loads. Thanks in advance.",Endpoint Management
"the Kubernetes cluster. Hey, The kubernetes cluster is stuck in 'pending'.",Cloud & Infrastructure
"Issue. Hi, Laptop restarts on its own in the middle of my work. Let me know what's needed.",Hardware
"Hi team, Can't authenticate this morning, nothing I try works. Let me know what's needed.",Security
"Not working. Good morning, Can't get onto the company network from home this morning.",Security
"Help needed. Hi, The audio is terrible on calls, lots of echo and cutting out. Let me know what's needed.",Telephony
"Issue. Hello, It says access denied when I try to open the team folder.",Security
"Help needed — the floor printer. Hey, Requesting a second monitor and a docking station for my new desk. Let me know what's needed.",Hardware
"Problem. Hey, The system throws an error every time I try to save. Let me know what's needed.",Applications
"Problem: my keyboard. Hi team, Requesting a second monitor and a docking station for my new desk. When can this be fixed?",Hardware
"Hi team, My laptop won't turn on this morning, nothing happens at all. Appreciate any help.",Hardware
Urgent. I'm being refused access to files I'm supposed to see. Appreciate any help.,Identity & Access
"Help needed — the Oracle instance. Hi, The oracle instance hasn't completed since 2am. Also, the Oracle instance hasn't completed since 2am. Appreciate any help.",Database
"Problem: the timesheet tool. Hey, The timesheet tool shows the wrong totals on the report.",Applications
"Help needed — the CI/CD runner. Hi, The ci/cd runner is running at 100% CPU. When can this be fixed?",Cloud & Infrastructure
"Question about the accounting software. Good morning, The accounting software shows a blank screen on the dashboard tab.",Applications
"Question about the external monitor. Hey, Requesting a second monitor and a docking station for my new desk. Appreciate any help.",Hardware
"Issue with the shared drive permissions. Hey, Please grant me read access to the \\fileserver\finance share. Thanks in advance.",Identity & Access
"Urgent. Can't authenticate this morning, nothing I try works. When can this be fixed?",Identity & Access
"the company VPN client install. Good morning, Windows update has been stuck installing for two days, can't use the laptop. Please advise.",Endpoint Management
"Problem: internet access. Hi, Site-to-site tunnel between HQ and the warehouse is down. Also, internet access can't reach the 10.x.x.x subnet.",Network
"Request: the security patch. Hi team, Windows update has been stuck installing for two days, can't use the laptop. This is blocking my work.",Endpoint Management
"Hi, An error pops up and the whole thing stops working. Thanks in advance.",Database
the Oracle instance. A SELECT that used to take 1s now takes 40s after the last data load. This is blocking my work.,Database
"Urgent. Hi team, After this morning my laptop just isn't behaving normally. Thanks in advance.",Endpoint Management
"my password. Hello, Offboarding: please disable all access for an employee who left today.",Identity & Access
"Help needed. Hey, Working remotely and nothing internal will load, was fine yesterday. Appreciate any help.",Endpoint Management
"Help needed — the CI/CD runner. Hi, Staging environment is down after the last deploy, can you roll it back. When can this be fixed?",Cloud & Infrastructure
"Urgent: my calendar. Good morning, My sent items are missing after the mailbox migration last weekend. Also, my calendar lost access for half the team. Thanks in advance.",Email & Collaboration
the blob storage. Requesting a new S3 bucket with read-only access for the analytics group. Let me know what's needed.,Cloud & Infrastructure
"the Oracle instance. Hi team, A SELECT that used to take 1s now takes 40s after the last data load. When can this be fixed?",Database
